Sum_uniform,Sum_exponential,Sum_cauchy
0.497446,1.00436,-0.405088
0.501151,0.983513,-0.864508
0.472954,0.987382,-1.13765
0.512994,0.983299,0.383794
0.539873,1.13412,0.269081
0.489576,1.02348,-22.8189
0.451322,0.88429,0.592302
0.427919,0.818939,-0.944846
0.531186,1.12841,0.936692
0.555867,1.14594,0.414507
0.520804,1.09747,-2.42944
0.504122,0.991608,1.54777
0.497471,0.903125,-1.13292
0.508133,0.933379,-0.227697
0.499632,0.980236,-3.49797
0.50168,0.968738,-0.45456
0.466294,0.868647,-1.78294
0.534123,1.10186,1.01141
0.515863,1.06107,1.9788
0.498478,1.04636,-0.409019
0.512227,1.05351,1.17173
0.4876,0.973396,-8.33642
0.513617,1.0725,1.93966
0.460952,0.886593,-0.923703
0.512381,1.06888,-27.0168
0.464553,0.883043,-1.03907
0.4915,0.93167,-0.326889
0.471878,0.92235,-0.281698
0.48632,0.947792,-1.04304
0.503648,1.03762,1.17316
0.507609,1.00401,-0.212243
0.54957,1.125,-0.148482
0.534747,1.13186,0.843999
0.555281,1.21862,-0.884348
0.515477,1.14062,7.1355
0.54288,1.118,0.730344
0.50131,1.00832,0.12571
0.483605,0.873,-0.365722
0.535347,1.15306,6.88397
0.566353,1.14511,0.708733
0.451925,0.827909,-0.312677
0.505913,1.02598,0.46105
0.465139,0.915374,-1.10122
0.529928,1.12161,1.2651
0.515985,1.00308,-0.435445
0.523754,1.04729,-0.909274
0.465486,0.858589,-0.634883
0.517559,1.0476,276.174
0.513829,1.0162,-1.11091
0.460143,0.810885,-12.0456
0.443228,0.832414,-1.62871
0.549119,1.12692,-0.226155
0.474836,0.940797,-1.22204
0.54726,1.07349,1.38257
0.497718,0.965041,1.08333
0.529972,1.14051,-3.32117
0.500546,1.05715,3.11906
0.578993,1.19704,1.61163
0.524329,1.01961,0.206601
0.512596,1.07086,0.181683
0.507148,1.01482,1.33085
0.512719,0.949862,0.530561
0.479532,0.995086,1.24502
0.504604,0.98458,-0.193333
0.461742,0.871014,-3.28138
0.514677,1.0007,-0.815892
0.471927,0.873683,-2.09203
0.507571,1.0488,0.369542
0.476725,0.931777,0.309998
0.523332,1.08281,0.17986
0.483586,0.910103,-2.78727
0.481023,0.952103,-0.750506
0.506696,0.982183,-1.41114
0.515084,1.05002,4.52359
0.466104,0.954596,-0.460101
0.495964,0.949358,-3.35913
0.502238,0.955309,-0.481702
0.516707,0.987501,0.560281
0.555714,1.13605,-0.232595
0.522318,1.05394,0.360251
0.514962,1.10298,1.78911
0.498894,1.09189,0.539613
0.521853,1.095,0.934167
0.454672,0.927461,0.786178
0.468191,0.83518,-0.9985
0.48528,1.00142,1.37707
0.493552,0.96925,0.461336
0.500671,1.03784,5.02749
0.547647,1.12544,0.786794
0.531316,1.09191,1.29953
0.528017,1.04533,-1.26854
0.486465,0.878446,-0.424796
0.486526,0.964966,1.85931
0.527371,1.12305,-0.614731
0.515791,1.07594,-8.39592
0.513567,1.06118,-6.10851
0.519329,0.937762,-0.0890328
0.510444,1.03492,-0.192751
0.496854,0.944682,-13.1009
0.461503,0.922806,0.751173
0.538836,1.12342,-1.78867
0.53885,1.16072,5.73663
0.542055,1.14233,1.11512
0.530627,1.11918,1.47898
0.510582,1.07267,2.11091
0.494254,1.07043,2.62498
0.504231,1.00969,-0.175762
0.51948,1.1004,0.735735
0.51922,1.06676,0.252299
0.555445,1.26053,12.7984
0.503407,0.989991,0.786389
0.521061,1.12697,2.6353
0.511144,1.01103,0.487787
0.508207,0.995293,-0.288162
0.500435,0.989508,-0.337524
0.502392,1.01808,-0.458886
0.447747,0.805901,-0.729842
0.465665,0.8872,-0.267428
0.473469,0.918294,-0.541166
0.481748,0.978365,-0.474263
0.553692,1.17906,-0.395889
0.483492,0.95544,-0.0521603
0.491617,0.94877,0.899403
0.477929,0.868609,-0.960925
0.514559,1.1159,3.61067
0.534343,1.15202,0.811197
0.490184,1.04077,1.58302
0.455946,0.80155,0.306826
0.44826,0.891498,0.0718744
0.525887,1.15714,1.28526
0.491854,0.964994,0.12649
0.513499,0.939607,-1.91619
0.514587,1.04211,0.356879
0.496823,0.998734,-1.00309
0.44819,0.845195,-8.48189
0.492621,1.0871,1.13101
0.517267,1.08049,0.494073
0.505246,0.959743,0.0805398
0.525842,1.09469,-0.0558647
0.500865,0.925717,-0.450159
0.532903,0.997297,0.421391
0.513746,1.05229,27.046
0.50182,0.998231,1.09548
0.486403,0.863739,-1.39701
0.551179,1.08954,0.30578
0.495609,1.01137,0.856883
0.462213,0.910285,-1.21783
0.481418,0.941059,0.314022
0.480689,0.8847,-8.32454
0.486488,1.04176,1.62533
0.568736,1.24427,1.93785
0.498165,0.973264,-0.0594348
0.494792,0.932912,-5.53695
0.495944,0.966055,-0.81455
0.497471,0.964231,-4.69124
0.532068,1.19918,4.81047
0.501833,1.00205,0.928864
0.5432,1.16501,0.917835
0.494177,0.946649,-1.02914
0.496235,1.02088,1.22922
0.464142,0.845189,-1.38402
0.521507,1.05541,0.280206
0.490558,1.01866,-1.32774
0.521765,1.08721,0.393034
0.460152,0.936234,2.40172
0.525487,1.06116,-1.45268
0.555839,1.13957,0.732934
0.508221,1.0597,1.17256
0.524038,1.05469,-2.9233
0.515828,1.09857,20.9053
0.48805,0.965591,-1.88827
0.46864,0.873842,2.38883
0.517238,1.03188,0.604672
0.495708,0.947492,-0.994035
0.479378,0.897176,-1.44077
0.493468,0.963246,-0.311721
0.456225,0.904664,2.43824
0.553324,1.19775,2.68763
0.499966,0.96758,1.49251
0.447775,0.879722,0.815585
0.54093,1.0493,0.335714
0.554899,1.1707,-0.526524
0.494537,1.04584,0.364466
0.546144,1.17903,-0.0291101
0.518161,1.00996,-1.40123
0.532539,1.14233,0.963307
0.516211,1.07471,4.62584
0.479597,0.878179,-0.890468
0.544412,1.19267,1.21995
0.491325,0.987503,-1.71869
0.5019,1.02173,-0.00696528
0.518939,1.08342,2.70185
0.542433,1.10382,1.10693
0.480002,0.871932,-0.207204
0.483643,1.013,-3.84017
0.518894,0.987391,0.16151
0.455932,0.822587,-0.919212
0.519653,1.07908,0.983062
0.510269,1.01113,-0.214996
0.487402,1.24106,70.353
0.496788,0.956206,-0.0571833
0.484718,0.966351,0.528885
0.573759,1.28232,1.48886
0.464462,0.921171,-0.336812
0.52915,1.07947,2.91476
0.430752,0.87987,2.95468
0.454668,0.831006,-1.46058
0.474892,0.849013,-1.22153
0.474793,0.957368,-0.985739
0.503276,1.01007,0.133882
0.541015,1.14245,38.6562
0.509373,0.9934,0.547432
0.524111,1.11788,3.67601
0.472118,0.987465,21.8086
0.47497,0.962517,-1.80397
0.498164,1.03364,-3.68122
0.467118,0.918522,-13.2349
0.485593,0.951288,-0.231362
0.511764,1.07018,3.94367
0.501864,0.987805,-0.649574
0.498838,1.03902,-0.168202
0.498926,0.995166,0.435722
0.50515,1.01963,0.721235
0.533572,1.08073,-1.21611
0.543447,1.20395,1.58364
0.481269,0.970048,0.197775
0.513823,1.14033,17.1919
0.466861,0.947537,-0.0542764
0.501559,0.97044,0.277723
0.485701,0.953561,-0.548685
0.493162,0.979996,-28.3337
0.5039,1.03172,-1.23943
0.475011,0.942076,1.00949
0.506579,1.09652,17.7822
0.496662,1.04079,0.622163
0.568123,1.24133,3.17683
0.463548,0.844331,-1.7089
0.45862,0.868204,-6.28646
0.511446,0.968665,-0.570463
0.535818,1.14109,3.33617
0.527748,1.08302,-0.853928
0.522084,1.07677,1.11198
0.45222,0.881248,-1.92858
0.501003,1.08196,1.58325
0.472601,0.929518,-1.16418
0.498437,0.949056,0.19573
0.50805,1.04786,1.74929
0.507967,1.06344,0.89081
0.506085,0.951089,-0.262845
0.530867,1.09947,0.174007
0.546343,1.23389,1.77251
0.505852,1.06489,-10.5603
0.537132,1.14864,2.39098
0.554031,1.16446,1.22697
0.518389,1.10958,0.881125
0.499658,0.993393,-0.914042
0.477351,1.02815,61.0741
0.5074,1.04328,-0.831623
0.580857,1.20608,1.53772
0.522029,1.03735,2.39971
0.460891,0.857311,0.296773
0.506585,0.980899,-0.166376
0.537616,1.04976,-2.27565
0.49021,0.931439,-0.603804
0.486807,0.883395,-0.811017
0.567022,1.23129,-1.98354
0.516247,1.09974,0.379089
0.542547,1.17738,1.08643
0.508315,1.03521,1.19642
0.514379,1.13014,26.0284
0.473632,0.888778,-0.301436
0.508901,1.07973,-0.118837
0.523308,1.17713,4.39806
0.516063,0.989063,-1.36989
0.454984,0.91337,-0.203473
0.479347,0.918614,0.408122
0.5105,1.07021,0.989897
0.56822,1.33611,7.32371
0.530709,1.07631,0.186779
0.485551,0.872732,0.00694737
0.495587,0.952365,-1.12116
0.482572,0.904795,-0.906642
0.475456,0.93352,-0.12
0.469181,0.972691,0.741162
0.511792,1.11517,187.445
0.507493,1.04852,0.245062
0.493746,0.959356,-1.04051
0.541731,1.10872,8.13526
0.479163,0.9423,2.77536
0.517685,1.05206,2.43215
0.516541,1.03574,-4.95267
0.500142,1.06338,-0.0130721
0.527016,1.09608,1.15108
0.546831,1.15345,0.870305
0.473144,0.93144,-0.00529173
0.502587,0.939329,0.0195038
0.503876,1.08425,1.48611
0.527606,1.07471,0.898757
0.502791,1.02223,-0.0217181
0.498797,1.0012,-0.00716094
0.519316,1.03509,-0.252445
0.533415,1.12636,5.06154
0.540312,1.19554,1.98967
0.559303,1.20356,0.700933
0.492045,1.00757,0.0161549
0.536229,1.03455,-0.397866
0.460251,0.923135,-2.75257
0.537966,1.09908,0.751594
0.478633,0.956962,-1.53616
0.534906,1.02333,-0.034888
0.473793,0.883328,-2.16235
0.502178,0.968815,0.340098
0.497253,0.956872,-0.0793806
0.488365,0.975466,1.08126
0.5529,1.25066,2.82126
0.545104,1.14294,-1.88092
0.450797,0.913724,29.3475
0.507986,1.04423,0.201564
0.526016,1.04754,0.370466
0.474334,0.962311,-0.952102
0.473759,0.909049,8.95045
0.493612,0.964721,-3.8439
0.499715,1.08575,-0.910017
0.471331,0.874911,-0.829497
0.52725,1.0447,-20.1238
0.507536,1.06474,2.07278
0.500677,0.992944,0.285328
0.536046,1.09296,0.552208
0.516525,1.02562,-0.435568
0.530837,1.11851,1.21869
0.49236,0.938382,-6.62264
0.511068,0.996935,-4.66558
0.495393,0.921187,-0.731093
0.49644,0.946994,0.473353
0.50074,0.938011,-0.525445
0.519699,1.07285,0.867836
0.481884,0.893466,-0.521276
0.473292,0.983275,0.791321
0.473505,0.867077,-0.832144
0.482308,0.893865,-0.123522
0.519557,1.08089,1.3748
0.576003,1.161,1.60137
0.457065,0.837629,-0.106708
0.535367,1.09678,-3.95558
0.508816,1.06688,8.64885
0.53435,1.11634,4.38477
0.525763,1.10168,2.65162
0.487509,0.968741,-16.3172
0.532603,1.13262,1.30536
0.497004,1.05777,0.0218374
0.55766,1.16915,-0.749185
0.527021,1.01974,-0.764834
0.490864,0.942145,2.16016
0.513866,1.08727,9.71889
0.471259,0.901038,-3.62074
0.505113,0.9396,-0.662097
0.518138,1.07908,2.95782
0.491373,0.947559,-2.92208
0.437561,0.814393,-1.36618
0.529362,1.10558,3.69597
0.488663,1.02032,-4.43452
0.475166,0.89152,0.409515
0.471815,0.952422,4.28529
0.441691,0.77561,-2.40915
0.493365,0.943856,-0.520386
0.454485,0.918737,-2.56055
0.529335,1.12972,0.875656
0.485271,0.913611,-8.37217
0.463103,0.922867,-0.317663
0.532661,1.15089,0.299562
0.509772,1.1569,4.25498
0.534708,1.11146,-29.8714
0.482555,0.923612,-2.66684
0.448092,0.924956,1.87337
0.454204,0.803022,-1.8663
0.503896,0.996473,0.302385
0.509111,1.16283,72.9709
0.480077,1.07407,6.94094
0.539425,1.1273,1.35946
0.475919,0.90817,0.00202148
0.541144,1.09555,5.98285
0.453867,0.817167,-0.420267
0.523804,1.10075,-6.41767
0.549355,1.15171,1.09551
0.500059,1.06673,8.42159
0.459329,0.921505,-0.0253938
0.469093,0.930596,2.08334
0.535388,1.10735,3.2915
0.480452,0.938691,-15.9434
0.527582,1.14124,1.23111
0.462558,0.886357,0.273375
0.510068,1.03585,0.348902
0.532802,1.03082,-1.82473
0.509995,1.08418,1.44882
0.433805,0.838747,-1.02062
0.50613,0.988203,-1.40437
0.513032,1.09383,0.378124
0.453905,0.889573,-0.142494
0.44068,0.838993,-203.928
0.488713,0.902482,-2.17579
0.433336,0.786526,-0.684243
0.479441,0.891943,-0.172304
0.488617,0.911915,-1.4373
0.489381,0.945762,-0.178548
0.46864,0.97407,2.31909
0.521828,1.11575,3.13154
0.447806,0.875505,-0.128927
0.512806,1.11801,2.48481
0.573077,1.24884,1.27159
0.493547,0.902661,-1.15799
0.492556,0.962104,-1.19601
0.520491,1.0322,1.44189
0.470835,0.894801,-0.000198644
0.470716,0.885896,-0.76536
0.447241,0.855133,1.79393
0.485909,1.00274,13.8999
0.515778,1.04676,-0.151517
0.47808,0.999549,2.96531
0.53318,1.18175,6.55485
0.51544,1.04371,-0.109924
0.494196,0.990712,1.06089
0.466979,0.961079,-0.441878
0.560845,1.12812,-7.24994
0.45946,0.813756,-3.45766
0.515059,1.05353,-0.865683
0.510671,0.998959,0.183172
0.481771,0.964011,0.0555852
0.507986,1.01748,-1.58301
0.532172,1.0486,0.666199
0.531376,1.06841,0.565248
0.534527,1.21861,-0.459957
0.515228,0.983523,-5.3663
0.482567,0.973938,-1.0662
0.523435,1.03128,0.441926
0.49915,0.945669,-0.0496931
0.497432,1.05492,-1.08992
0.415553,0.691313,-2.1511
0.496937,0.952871,-0.352022
0.544381,1.19158,0.936626
0.518395,1.08186,0.487791
0.446758,0.823276,-1.33494
0.536206,1.14209,1.02496
0.482118,1.00231,-0.0432935
0.477017,0.895266,-1.51083
0.491566,0.960601,0.258864
0.477513,0.922542,1.26168
0.453431,0.83861,0.24247
0.541265,1.15782,2.03389
0.522309,1.06027,-0.0539263
0.480396,0.931502,-1.04287
0.480523,0.909307,-0.0523484
0.522939,1.0413,-0.0448573
0.483598,0.947946,-0.0788744
0.516952,1.05252,-42.9729
0.479017,0.854222,-5.0986
0.50759,1.0436,-2.19169
0.520154,0.984606,-0.101942
0.513488,1.00549,-1.80815
0.504945,1.03717,0.368669
0.553993,1.04959,-1.8948
0.54154,1.0527,-0.0153939
0.518898,1.0843,0.616944
0.570793,1.25073,3.74484
0.447527,0.845499,0.750037
0.518136,1.06378,0.532371
0.484145,0.909057,-1.89278
0.465017,0.874323,-0.894396
0.491846,0.937831,-12.7093
0.472762,0.90671,-1.22421
0.497217,1.00029,0.824181
0.489356,0.992618,-1.20449
0.493223,0.965977,-0.267895
0.5223,1.01573,-0.836393
0.477945,0.973715,-0.121638
0.548363,1.08594,0.756209
0.561926,1.1462,0.695068
0.483708,0.934936,-12.74
0.507043,0.984999,0.141268
0.515497,1.02321,0.861623
0.515017,1.02882,-0.706481
0.468793,0.872989,-0.638045
0.523751,1.10722,10.4801
0.550165,1.18261,3.76297
0.49494,1.01986,1.02364
0.522117,1.05159,0.935808
0.53646,1.13872,1.09179
0.530085,1.15409,1.80429
0.488272,0.981216,-0.374862
0.446409,0.780445,-0.842065
0.500689,1.03882,1.16831
0.54335,1.04566,0.466955
0.519021,1.01444,0.263859
0.509871,0.973164,-0.289895
0.468792,0.85941,-0.48845
0.494561,1.04817,0.811869
0.470834,1.00124,2.66967
0.519737,1.08206,0.0221245
0.485766,0.991239,0.565114
0.439409,0.815823,0.35106
0.462497,0.908359,-4.21136
0.486466,0.956323,0.836818
0.495538,0.956532,0.0910799
0.502075,0.911309,-0.643359
0.461107,0.85751,-2.96908
0.502952,0.992715,0.575462
0.492107,0.917996,-0.348321
0.489835,0.916691,0.42854
0.447278,0.895815,-0.165493
0.50311,1.00292,-3.08115
0.559915,1.12219,-0.117937
0.529232,1.14389,-0.207104
0.516765,1.0796,0.370836
0.474225,0.905666,-0.315031
0.527816,1.10275,4.42436
0.488192,0.871689,0.105107
0.492882,0.973043,0.369171
0.457441,0.894217,-9.63551
0.501034,1.05814,-0.320666
0.498473,0.977689,-0.86423
0.43408,0.83166,1.01844
0.500751,1.00407,-0.39214
0.505462,1.00232,0.174982
0.4528,0.840376,-3.32855
0.491075,1.017,4.53498
0.478878,0.937162,12.7678
0.488701,0.884072,-0.904687
0.511079,1.01606,0.191732
0.49788,0.989305,1.23595
0.464414,0.901292,-8.41306
0.452195,0.82223,-1.57561
0.490056,0.986352,-7.0397
0.48114,1.02602,0.816194
0.514592,1.00715,-0.0670428
0.498844,0.898087,-0.282722
0.540796,1.15106,3.32716
0.482126,0.927826,0.144592
0.478069,0.89403,-1.2826
0.520479,1.09613,1.46151
0.468369,0.901123,-0.987819
0.53577,1.07084,0.42498
0.476099,0.947508,-0.21447
0.469557,0.974616,0.79535
0.51809,1.08604,0.728549
0.491122,1.10947,-0.271591
0.522452,1.04576,0.227321
0.479459,0.97387,1.46823
0.49273,0.956668,-0.697089
0.507589,1.07422,-0.124981
0.486485,0.910104,-1.67081
0.497778,1.01067,-1.25251
0.465025,0.84396,-0.501253
0.471347,0.869071,-0.548829
0.54371,1.14871,-2.19764
0.556944,1.15196,2.13589
0.609901,1.27996,0.868863
0.486293,0.87114,-0.832603
0.508253,0.938947,-4.9957
0.526592,1.11608,0.505171
0.510763,1.10328,1.39764
0.543907,1.10475,0.505806
0.471569,0.939791,-1.82397
0.512022,1.00183,-0.356919
0.474229,0.946635,0.38372
0.536417,1.12936,0.262647
0.491794,0.964141,1.69222
0.49315,0.990988,0.237004
0.497696,0.968355,0.926106
0.457617,0.865369,-0.424004
0.548108,1.18856,1.90028
0.518296,0.956386,-0.119117
0.504089,0.990349,0.434226
0.465735,0.82031,-0.117975
0.474481,0.899036,-0.830767
0.477221,0.970712,-3.72049
0.478197,0.890939,-1.08885
0.54271,1.19212,2.14584
0.507176,1.03108,-0.321714
0.447747,0.813258,-1.57936
0.498946,0.978775,0.7249
0.504271,0.943732,-153.121
0.550394,1.19723,1.80596
0.47037,0.957235,-1.39417
0.461998,0.849573,-0.359858
0.565166,1.26644,2.83907
0.494421,0.998726,-0.0820978
0.52522,1.04815,-0.109615
