Sum_uniform,Sum_exponential,Sum_cauchy
0.541079,0.868886,0.157668
0.482036,0.702315,-0.0638151
0.470189,0.683442,-0.100493
0.505678,0.777116,0.0208845
0.514078,0.792667,0.0600401
0.425588,0.590965,-0.308256
0.437847,0.620597,-0.202216
0.473939,0.711275,-0.0946173
0.375454,0.504965,-0.505766
0.468675,0.662327,-0.116603
0.504334,0.791962,0.0370409
0.507484,0.800259,-0.0115271
0.410017,0.565042,-0.346552
0.598888,0.987768,0.374758
0.545312,0.840255,0.152886
0.55657,0.9072,0.249363
0.425286,0.621175,-0.32725
0.425082,0.582485,-0.314932
0.584529,0.994115,0.380829
0.483084,0.761367,-0.077594
0.50257,0.760143,-0.0171466
0.506054,0.762728,-0.0222762
0.644645,1.09522,0.57257
0.528134,0.787706,0.104821
0.498957,0.771182,-0.0177285
0.549212,0.865644,0.175468
0.570912,0.890034,0.274505
0.437631,0.631012,-0.265794
0.475142,0.697528,-0.115464
0.492879,0.768262,-0.0405011
0.405364,0.576579,-0.379656
0.490379,0.758253,-0.0674361
0.500744,0.757011,0.00559538
0.548825,0.846831,0.163204
0.468398,0.698465,-0.130079
0.398627,0.546403,-0.427556
0.490474,0.758438,-0.0350037
0.549619,0.88372,0.171774
0.428841,0.61809,-0.266484
0.421516,0.594272,-0.313871
0.511234,0.757256,0.0181904
0.498326,0.77996,0.00538366
0.47283,0.669459,-0.10417
0.46734,0.696243,-0.135669
0.511946,0.771979,0.0849276
0.536084,0.783385,0.120148
0.516028,0.788635,0.0408394
0.460968,0.64991,-0.172985
0.524651,0.809408,0.108959
0.486019,0.702693,-0.0684883
0.442943,0.654019,-0.212457
0.378294,0.530972,-0.506083
0.447083,0.667147,-0.1925
0.519966,0.809383,0.0480089
0.521314,0.754139,0.0738741
0.600005,0.992709,0.374605
0.583714,0.968033,0.337333
0.467408,0.717417,-0.129966
0.588761,0.958836,0.348162
0.492456,0.775003,0.0165662
0.593913,0.999921,0.383126
0.484018,0.703367,-0.0372622
0.543117,0.831182,0.15726
0.563897,0.877501,0.225104
0.552643,0.846862,0.198918
0.480169,0.699529,-0.0436312
0.487053,0.745911,-0.0308673
0.509759,0.781308,0.0410286
0.550786,0.874514,0.187169
0.457723,0.649248,-0.175437
0.501865,0.761234,-0.00640099
0.611203,1.03719,0.456483
0.388949,0.524288,-0.456927
0.536414,0.850748,0.193519
0.494478,0.73556,0.00119359
0.466565,0.703325,-0.104089
0.450287,0.641616,-0.189749
0.389063,0.504304,-0.407274
0.535958,0.879531,0.139466
0.495827,0.76646,-0.0456222
0.514625,0.751722,0.05848
0.587879,0.980013,0.37015
0.629038,1.02463,0.479258
0.363713,0.47522,-0.528316
0.457863,0.650646,-0.156419
0.512028,0.758318,0.0287335
0.52637,0.808195,0.0776891
0.437455,0.61039,-0.234593
0.50737,0.769131,0.021315
0.479653,0.693778,-0.0956425
0.510469,0.821,0.0624524
0.470765,0.693875,-0.134863
0.475799,0.702272,-0.133412
0.445475,0.685208,-0.19607
0.540483,0.842502,0.138802
0.506014,0.798341,0.0378894
0.452465,0.639331,-0.217068
0.46808,0.679408,-0.12737
0.53019,0.798216,0.102381
0.572075,0.91353,0.271414
0.493152,0.775995,-0.00268085
0.478975,0.707894,-0.0878118
0.445807,0.65087,-0.191201
0.525768,0.779717,0.0921008
0.535929,0.816963,0.131828
0.478452,0.696212,-0.117353
0.521439,0.79765,0.089557
0.560315,0.925019,0.221089
0.522282,0.805585,0.0928134
0.581265,0.957984,0.331541
0.484192,0.706603,-0.0567565
0.50467,0.751476,0.0225276
0.459576,0.683298,-0.173406
0.478125,0.704441,-0.0823555
0.42022,0.575213,-0.338935
0.463071,0.63992,-0.136086
0.562597,0.915331,0.244072
0.586931,0.965272,0.357511
0.457162,0.663645,-0.140088
0.394616,0.510714,-0.366164
0.55861,0.882492,0.218024
0.440683,0.64023,-0.264992
0.567682,0.880507,0.254038
0.44815,0.642832,-0.21147
0.552143,0.855638,0.177388
0.516952,0.759758,0.0664246
0.512999,0.805482,0.0331526
0.448202,0.622721,-0.20939
0.502361,0.747358,-0.00816239
0.416763,0.596292,-0.359212
0.564564,0.92586,0.285719
0.513197,0.75578,0.0328453
0.507661,0.803706,0.0499375
0.468724,0.692496,-0.133514
0.526204,0.830707,0.126558
0.497619,0.775585,-0.0241033
0.398816,0.555365,-0.387721
0.507184,0.761327,0.0112156
0.508324,0.778401,0.0747015
0.525281,0.806854,0.0985555
0.453727,0.652292,-0.210732
0.471192,0.719736,-0.0969817
0.519944,0.793492,0.0531905
0.501326,0.78948,0.00957693
0.48354,0.735837,-0.0406217
0.473989,0.691771,-0.0949237
0.523572,0.798083,0.0660228
0.496046,0.775696,-0.0130453
0.461625,0.669346,-0.118668
0.460716,0.642037,-0.179182
0.562139,0.925852,0.273759
0.50409,0.791147,0.0129482
0.493634,0.735847,-0.0057039
0.525038,0.842408,0.0668749
0.496449,0.752165,-0.011626
0.438065,0.62239,-0.246483
0.518544,0.784404,0.0401303
0.473288,0.672018,-0.106766
0.605783,1.0094,0.45369
0.43606,0.61162,-0.234569
0.427349,0.615168,-0.307149
0.547766,0.863767,0.179558
0.543561,0.878769,0.176454
0.468023,0.724491,-0.13172
0.487756,0.741691,-0.0371603
0.488743,0.726779,-0.0523878
0.444143,0.619451,-0.206436
0.416464,0.607409,-0.318595
0.489971,0.740642,-0.0142702
0.467738,0.68799,-0.134605
0.466095,0.680481,-0.143367
0.562348,0.895724,0.220104
0.540377,0.858581,0.170163
0.502564,0.776416,-0.00247154
0.491457,0.742008,-0.0507602
0.547583,0.847338,0.198669
0.486619,0.737238,-0.0749096
0.507625,0.841533,0.0220589
0.459756,0.66288,-0.1563
0.570922,0.892558,0.255076
0.459349,0.714182,-0.119646
0.560931,0.864702,0.214198
0.499757,0.768154,-0.00811684
0.444601,0.631968,-0.233525
0.422567,0.61297,-0.297506
0.602222,0.982552,0.395423
0.551127,0.886487,0.200152
0.494487,0.715542,-0.0231114
0.416262,0.585752,-0.288752
0.434621,0.627498,-0.221995
0.522432,0.840578,0.0875522
0.606979,0.996183,0.363954
0.471722,0.686507,-0.162311
0.565139,0.912009,0.250094
0.431097,0.605488,-0.309427
0.491386,0.728614,-0.0432595
0.481646,0.751039,-0.0646355
0.467391,0.695077,-0.160036
0.575173,0.959122,0.309628
0.536961,0.843661,0.132539
0.453882,0.656359,-0.184128
0.562784,0.873384,0.231612
0.515979,0.790279,0.0612858
0.439246,0.626732,-0.240849
0.569348,0.896027,0.291731
0.45447,0.670148,-0.149902
0.484912,0.740189,-0.0479818
0.510848,0.783805,0.0317088
0.461397,0.656553,-0.156038
0.431269,0.641546,-0.22647
0.506923,0.758874,0.0574478
0.557242,0.913014,0.229852
0.415633,0.592412,-0.34831
0.546784,0.841017,0.168707
0.457383,0.687144,-0.172104
0.468657,0.702045,-0.11199
0.495861,0.73587,-0.0130995
0.51186,0.787964,0.0539991
0.478284,0.733957,-0.116503
0.514565,0.812572,0.0755251
0.573624,0.932042,0.288485
0.556535,0.874612,0.230921
0.493935,0.747273,-0.0103394
0.587796,0.978281,0.367899
0.515453,0.783227,0.0461548
0.440592,0.597989,-0.205873
0.465533,0.677023,-0.139848
0.450707,0.666709,-0.173796
0.483706,0.707271,-0.0645545
0.459767,0.651516,-0.126429
0.50821,0.782251,0.0311025
0.426379,0.624254,-0.292036
0.553568,0.883098,0.180018
0.427688,0.61157,-0.26906
0.583366,0.978035,0.335312
0.433209,0.609175,-0.241489
0.480528,0.758716,-0.0999032
0.451533,0.635687,-0.185123
0.593332,0.996328,0.356514
0.4818,0.687901,-0.0691302
0.389341,0.531955,-0.412561
0.502393,0.801643,0.016741
0.524617,0.817687,0.115312
0.518471,0.778707,0.0590614
0.497216,0.758108,0.00119051
0.469304,0.678491,-0.133885
0.470207,0.682835,-0.121941
0.4702,0.696561,-0.0879754
0.530704,0.825417,0.116953
0.578849,0.928918,0.308559
0.530611,0.814433,0.0777061
0.521282,0.821248,0.072963
0.46743,0.694057,-0.118943
0.360226,0.474724,-0.554286
0.447575,0.678322,-0.217295
0.452447,0.693237,-0.216779
0.570603,0.878278,0.246023
0.538646,0.845707,0.163006
0.463572,0.712335,-0.139949
0.518655,0.805652,0.0667959
0.585888,0.926393,0.312856
0.547866,0.873536,0.146279
0.52444,0.806906,0.0931787
0.432251,0.650291,-0.265813
0.516988,0.786899,0.0613189
0.54567,0.879036,0.186768
0.51172,0.814355,0.0748032
0.473631,0.696494,-0.0757495
0.427983,0.612864,-0.237325
0.474058,0.69244,-0.10745
0.505488,0.732775,-0.00575437
0.472048,0.701759,-0.0985078
0.557204,0.8617,0.178075
0.548859,0.852408,0.139803
0.39768,0.524998,-0.382351
0.424645,0.588206,-0.330299
0.549115,0.878152,0.203838
0.431492,0.609464,-0.25186
0.46014,0.654088,-0.143433
0.49227,0.728671,-0.0215277
0.477425,0.73582,-0.0723753
0.508519,0.768755,0.030108
0.500824,0.740289,0.00594697
0.586108,0.927642,0.326458
0.404361,0.594261,-0.373576
0.462651,0.651415,-0.138894
0.55584,0.908578,0.234667
0.539628,0.87492,0.136574
0.497725,0.774177,-0.0229157
0.481797,0.759631,-0.0138161
0.564173,0.890713,0.229592
0.5258,0.828103,0.0931291
0.529124,0.861424,0.119908
0.500735,0.750486,0.00121457
0.496229,0.725012,-0.0354249
0.510033,0.78298,0.0557337
0.423443,0.606004,-0.330757
0.482959,0.72744,-0.0327269
0.536486,0.851113,0.154822
0.424723,0.583919,-0.279488
0.42136,0.607558,-0.309532
0.408193,0.576407,-0.382646
0.474808,0.704039,-0.0782011
0.531787,0.818289,0.11904
0.433441,0.594963,-0.266023
0.514081,0.781166,0.0333204
0.420162,0.605922,-0.322871
0.525032,0.805744,0.11178
0.486028,0.716835,-0.0561911
0.48848,0.744637,-0.0481136
0.514727,0.815088,0.0470626
0.514654,0.819417,0.0726072
0.525902,0.828679,0.11201
0.561788,0.909905,0.220311
0.615571,1.04917,0.487917
0.571659,0.91119,0.283133
0.502383,0.720609,0.0127198
0.466686,0.713044,-0.169471
0.525323,0.792138,0.0651791
0.430446,0.594892,-0.277647
0.562272,0.888541,0.23476
0.475663,0.699947,-0.078041
0.532453,0.857396,0.128727
0.453269,0.645649,-0.205808
0.454735,0.66069,-0.177989
0.514632,0.80223,0.0542622
0.586028,0.972489,0.333765
0.490759,0.731777,-0.0338501
0.509987,0.763751,0.06379
0.48395,0.709048,-0.0465085
0.498994,0.744355,0.00221479
0.608169,1.01522,0.41915
0.567296,0.879615,0.254005
0.456083,0.63172,-0.163465
0.48828,0.726014,-0.0399209
0.507455,0.765222,0.0183929
0.484605,0.694627,-0.0567008
0.522175,0.838321,0.0885457
0.479224,0.717153,-0.0770174
0.640785,1.10799,0.543764
0.503748,0.736945,0.0103794
0.427689,0.598359,-0.295103
0.506052,0.726142,0.0234197
0.481544,0.716191,-0.0790369
0.551966,0.871001,0.173481
0.510318,0.823648,0.0682798
0.50934,0.793879,0.0344385
0.534349,0.847369,0.172983
0.572155,0.915516,0.255397
0.511286,0.816397,0.0838292
0.445633,0.618509,-0.199802
0.446082,0.64682,-0.25885
0.491,0.735891,-0.0705265
0.474149,0.687966,-0.132281
0.443593,0.636758,-0.233423
0.565407,0.895973,0.262409
0.515834,0.807828,0.0658942
0.513179,0.862314,0.085552
0.505278,0.777131,-0.00109343
0.588697,0.972829,0.357699
0.61783,1.0686,0.48986
0.48636,0.726648,-0.0768867
0.500364,0.756524,0.00780629
0.525781,0.812803,0.062265
0.530822,0.84298,0.121647
0.526029,0.844256,0.108442
0.575359,0.937345,0.305456
0.519385,0.794307,0.0905729
0.51176,0.793156,0.0563175
0.46312,0.667029,-0.11786
0.499046,0.792538,-0.0285003
0.537602,0.8541,0.133497
0.510563,0.773697,0.0588606
0.508981,0.775207,0.0499446
0.429642,0.615252,-0.295543
0.449199,0.65359,-0.180967
0.523807,0.831447,0.0910022
0.571671,0.885176,0.275358
0.538362,0.898349,0.155373
0.467052,0.696395,-0.112441
0.538434,0.86876,0.134461
0.541635,0.833103,0.177973
0.4983,0.76669,0.02353
0.385441,0.495196,-0.407661
0.508382,0.780057,0.00859769
0.604597,0.997646,0.394457
0.526749,0.78538,0.0723111
0.522428,0.773893,0.0847899
0.608735,1.02577,0.429006
0.587517,0.958233,0.333846
0.573318,0.950058,0.301624
0.529004,0.819654,0.0921625
0.538747,0.819435,0.153095
0.516386,0.789362,0.0684814
0.475417,0.691371,-0.0769753
0.582155,0.921838,0.292394
0.556772,0.87571,0.180287
0.402641,0.566982,-0.363171
0.516877,0.77202,0.0725934
0.539468,0.844657,0.145311
0.566883,0.889367,0.241006
0.477913,0.681638,-0.0799399
0.584732,0.941576,0.30195
0.478377,0.722047,-0.0813305
0.518664,0.817908,0.0874893
0.524818,0.774071,0.0598682
0.503373,0.799404,0.0565608
0.433591,0.633922,-0.265165
0.488385,0.739219,-0.0495816
0.424466,0.576205,-0.287659
0.514522,0.796074,0.02673
0.521753,0.84214,0.0921674
0.501482,0.757232,-0.000957781
0.479308,0.717546,-0.1031
0.485681,0.724672,-0.0625925
0.602811,1.00181,0.423248
0.573003,0.896499,0.233229
0.512946,0.789497,0.0572539
0.468951,0.689332,-0.119612
0.533073,0.830668,0.107753
0.584358,0.95221,0.302319
0.536468,0.83416,0.121501
0.496291,0.732373,-0.0193219
0.475387,0.68286,-0.0918779
0.42148,0.606898,-0.26929
0.603858,0.997592,0.408526
0.486576,0.730885,-0.0567075
0.50733,0.807915,0.0610527
0.391188,0.518288,-0.416297
0.456996,0.672323,-0.148244
0.453942,0.700638,-0.182889
0.448805,0.652221,-0.174893
0.489275,0.688538,-0.0369722
0.483722,0.740506,-0.0571365
0.386218,0.503239,-0.435966
0.515863,0.778911,0.0331057
0.495553,0.743715,-0.0261666
0.420419,0.579602,-0.286167
0.426381,0.602641,-0.292934
0.558071,0.878827,0.21877
0.557828,0.896299,0.273346
0.563533,0.883876,0.256153
0.479259,0.711029,-0.0743822
0.512207,0.741205,0.0328818
0.438472,0.652751,-0.264437
0.572424,0.922291,0.279359
0.499866,0.748283,0.0297999
0.565518,0.900423,0.226917
0.513977,0.780345,0.0612659
0.508886,0.773914,0.0285155
0.579015,0.919607,0.315427
0.467268,0.698095,-0.122441
0.579637,0.9713,0.349693
0.546686,0.851026,0.149255
0.48605,0.710731,-0.0557826
0.517753,0.790729,0.0455388
0.458149,0.690877,-0.100468
0.517397,0.764556,0.0726089
0.417776,0.581812,-0.289552
0.419442,0.560168,-0.286993
0.542727,0.846271,0.169559
0.436794,0.645532,-0.208273
0.476852,0.681681,-0.08568
0.455363,0.632707,-0.18647
0.461961,0.694286,-0.1515
0.539048,0.822955,0.113271
0.502175,0.759663,0.00445904
0.505322,0.771819,0.0447214
0.515444,0.784871,0.0780794
0.553913,0.873677,0.22
0.557962,0.8813,0.224632
0.54102,0.828433,0.167458
0.475848,0.712718,-0.122505
0.475074,0.725305,-0.0847135
0.57748,0.899173,0.276989
0.556596,0.874309,0.23245
0.504893,0.771403,0.0272658
0.545802,0.860156,0.154942
0.571584,0.891572,0.281682
0.471586,0.686824,-0.132605
0.527347,0.797182,0.0777951
0.611014,1.03044,0.434174
0.491447,0.748377,-0.0442517
0.468776,0.690126,-0.133476
0.448922,0.699497,-0.192188
0.552816,0.8918,0.244047
0.519062,0.813186,0.0164611
0.519869,0.827371,0.0870391
0.570655,0.921814,0.291073
0.579571,0.978897,0.350126
0.448368,0.66806,-0.200645
0.567381,0.90448,0.236144
0.364062,0.458693,-0.48298
0.476514,0.709046,-0.0959488
0.573996,0.906573,0.237442
0.491633,0.730898,-0.0222767
0.488102,0.731743,-0.0513836
0.548877,0.899076,0.237078
0.583921,0.972579,0.309568
0.537185,0.838383,0.128172
0.550677,0.883503,0.237264
0.516499,0.789261,0.0798172
0.516483,0.797909,0.0448567
0.563505,0.903364,0.204081
0.564138,0.884194,0.248415
0.531813,0.827256,0.094608
0.451457,0.619938,-0.181131
0.580181,0.931145,0.328757
0.55596,0.874209,0.198421
0.55112,0.859778,0.158146
0.439111,0.640296,-0.250047
0.527388,0.803784,0.127302
0.532491,0.824072,0.141799
0.491995,0.752662,-0.0419662
0.450349,0.652935,-0.202971
0.487859,0.72897,-0.0433471
0.575392,0.914846,0.298161
0.377649,0.507004,-0.48963
0.435319,0.601577,-0.265556
0.507019,0.775877,0.00765948
0.517089,0.79694,0.0544293
0.562053,0.894585,0.216869
0.447027,0.627464,-0.197878
0.533446,0.852689,0.123431
0.453299,0.643687,-0.196847
0.54757,0.881318,0.170056
0.520761,0.809096,0.0797183
0.512286,0.835816,0.0835722
0.587399,0.943075,0.312536
0.509837,0.793131,0.0134391
0.499321,0.779058,0.0354151
0.409706,0.578816,-0.316179
0.503119,0.722739,-0.0143097
0.4726,0.698844,-0.128753
0.478285,0.695652,-0.0589102
0.456939,0.65315,-0.159014
0.568786,0.907307,0.291486
0.528159,0.829811,0.117081
0.494744,0.726389,-0.00788526
0.477963,0.698934,-0.0714353
0.448015,0.652214,-0.215525
0.497069,0.742551,0.00624761
0.457173,0.652331,-0.152575
0.465305,0.666484,-0.13488
0.488532,0.749908,-0.0408961
0.44371,0.623305,-0.177432
0.433328,0.604895,-0.280929
0.53393,0.844871,0.111242
0.462453,0.704676,-0.172997
0.532279,0.870375,0.14541
0.51724,0.789737,0.0661764
0.513657,0.774816,0.0742736
0.538133,0.841681,0.162624
0.500774,0.756965,0.0143667
0.505657,0.779104,0.0473535
0.476003,0.697859,-0.106221
0.435372,0.622709,-0.252356
0.448468,0.631869,-0.189241
0.428441,0.629226,-0.277605
0.431828,0.612023,-0.259979
0.512497,0.764678,0.032163
0.515355,0.809936,0.0833871
0.476697,0.685262,-0.114671
0.541621,0.80788,0.153063
0.475571,0.703649,-0.0867673
0.580019,0.944953,0.303382
0.556593,0.861929,0.190685
0.450732,0.665976,-0.192898
0.426674,0.58218,-0.280071
0.495355,0.767478,-0.0219577
0.526072,0.784344,0.085532
0.457338,0.695033,-0.150328
0.45994,0.642363,-0.15165
0.57951,0.8927,0.276039
0.465857,0.688136,-0.133498
0.441383,0.60223,-0.206372
0.470743,0.666509,-0.118648
0.54242,0.844339,0.153662
0.535397,0.796164,0.106965
0.44821,0.63734,-0.196052
0.505152,0.764523,0.0454204
0.496257,0.701851,-0.0138929
0.50858,0.791838,0.0474193
0.431065,0.587663,-0.253581
0.503474,0.781959,0.0225528
0.491081,0.728454,-0.0257073
0.453297,0.625571,-0.175012
0.512141,0.799276,0.0529092
